name,type,protocol_type,protocol_endpoints_sso_url,protocol_credentials_trust_issuer,protocol_credentials_trust_audience,protocol_credentials_signing_kid,status,policy_maxClockSkew,policy_accountLink_action,policy_subject_userNameTemplate_template,policy_provisioning_action
haridemo.oktapreview.com,SAML2,SAML2,https://haridemo.oktapreview.com/app/okta_org2org/exk3u6pxhcoHjFbha1d7/sso/saml,http://www.okta.com/exk3u6pxhcoHjFbha1d7,https://www.okta.com/saml2/service-provider/spgtjnuaadkivbznsbrz,7cMa_eXoFdBwjpj7CQGA5gMbEx0U0fRs2kr_D28r8uQ,ACTIVE,120000,AUTO,idpuser.subjectNameId,DISABLED
